AREA_POND	esperados	taxa_padron
3556453003002	268733,803672421	136,66064832282285
3556453003001	336147,8414314837	170,94307197147916
3503901003001	23629,2174254158	12,016293181540167
3503901003002	51576,1925333032	26,228318928629445
3503901003003	49739,79484751257	25,29444572440615
3505708005002	700467,4367710982	356,21247766377735
3505708005004	385113,18520733376	195,84368192196564
3505708005003	542267,3447623358	275,76213296132397
3505708005001	725115,1273154266	368,7467004649929
3505708005009	455102,18269441643	231,43556370736354
3505708005010	388236,67368404457	197,43208633712618
3505708005011	931055,8903383813	473,4748656835395
3505708005013	710852,2902094384	361,4935431055892
3505708005012	619328,0119341342	314,95020901268833
3505708005008	566854,8196462035	288,2657339684619
3505708005006	459372,4757627844	233,60715883710387
3505708005007	456222,1293856922	232,00509622923158
3505708005005	629432,5773527698	320,08873807847857
3506607003001	244842,97484621103	124,51131648684994
3509007003003	75245,78473979884	38,2651441150118
3509007003002	40716,99604111485	20,706033259289658
3509007003004	43713,98050673104	22,23010590845958
3509007003001	43896,30580448815	22,32282477395635
3509205003002	270098,343144014	137,35456492840663
3509205003001	4213,744861640196	2,1428383656589087
3509205003003	308646,11785646476	156,95747238409513
3510609005004	312767,64187835326	159,05341318950255
3510609005003	336383,43207133	171,06287814822434
3510609005007	280801,7871696692	142,79764495720758
3510609005005	298014,3669506785	151,55085084361116
3510609005006	372333,14890692034	189,34458124115707
3513009003005	313548,76669106516	159,4506427968964
3513009003004	317063,3785136268	161,2379472733359
3515004005007	325887,8793227957	165,7255181900797
3515004005006	305156,82696010283	155,18304449461007
3515004005005	306952,221490499	156,09606614341715
3510609005001	380256,83874360827	193,37405790316535
3510609005002	209905,27452246734	106,74425960043223
3513009003008	517251,9734462213	263,04093147725786
3513009003006	438470,4346894634	222,97773133183813
3513009003009	426548,22576833406	216,91486622764845
3513009003003	313990,92934902955	159,67549815441296
3513009003007	495436,1729009395	251,9468249470879
3513009003010	412927,14445533167	209,98806439753008
3513009003002	380397,1352963648	193,44540366464065
3513009003001	397706,90910374897	202,24803615266995
3513801005006	698227,7464147501	355,0735158660498
3513801005008	538882,5196880733	274,04082963890346
3513801005007	458445,2334327346	233,13562330177004
3513801005002	460354,1346804015	234,1063671327486
3513801005001	360392,81046107865	183,27249663213726
3513801005015	475878,92453587375	242,00127211950877
3513801005020	410330,5687260844	208,66761375928144
3513801005019	394968,1654953616	200,85528811726297
3513801005003	683836,0473347651	347,7548276330831
3513801005016	485536,60550461576	246,91254462950567
3513801005021	547161,1389367437	278,2508004660949
3513801005022	394897,1228124285	200,81916039914358
3513801005005	535055,5423500177	272,09467624477014
3513801005004	393573,40536166023	200,14600323563786
3513801005012	433652,5576981741	220,52767040101529
3513801005013	703522,1879501678	357,76592673081564
3513801005014	510071,10274710966	259,38920463138925
3513801005018	511291,74624823855	260,0099450442279
3513801005017	848655,2790787694	431,57123910940675
3513801005010	547803,9719065448	278,5777037779067
3513801005009	544252,0852274103	276,7714437179278
3513801005011	503598,73909328115	256,09777868859464
3515004005010	320422,93699931796	162,9464016414088
3515004005012	391388,26874988724	199,034783947413
3515004005011	361904,43572699523	184,04121156877076
3515004005008	268285,4581711502	136,4326487707048
3515004005009	349005,9244519235	177,48186217110717
3515004005004	342308,3637440291	174,0759155577141
3515004005001	411030,43729482265	209,02352169135952
3515004005003	331801,16688543383	168,7326341575762
3515004005002	343895,30288746767	174,88293026605183
3516408003001	186169,66162028545	94,67386055414869
3516408003005	250415,0153095021	127,34489622928749
3516408003006	142949,78221460438	72,69502253935842
3516408003003	190388,17558332716	96,8191241766251
3516408003002	238356,0048011833	121,21246267728284
3518800005012	460311,7939056509	234,08483535055805
3518800005009	446177,298464074	226,89694426888195
3518800005005	494620,68775247573	251,5321218931225
3515103003002	328223,3221344068	166,91317349951257
3515103003003	340257,1546942049	173,03280317377184
3515103003001	650942,3577196087	331,0272225193752
3515707003008	252386,9052372357	128,34767203293666
3515707003003	248766,16988076485	126,50639998431924
3515707003004	287338,2835641456	146,12168466796103
3515707003002	240361,60934572553	122,23238355657216
3515707003007	363430,2627255623	184,81714858898584
3515707003001	261073,52387523642	132,76512498667583
3515707003006	305898,64670399396	155,56028608369726
3515707003005	200598,23740814623	102,01130189795386
3516309003001	229237,77301377698	116,57551916442397
3516309003004	228580,5471028967	116,24129653277863
3516309003005	195095,4334269748	99,21293135660957
3516309003003	175660,99133809799	89,32982986597702
3516309003002	208522,8275254066	106,04123638448966
3516408003004	200205,6561714748	101,81166044760512
3518305001001	470084,02902455616	239,05436269941575
3518800005001	527451,8554192947	268,2279323837594
3518800005004	471052,2451563183	239,54673486277974
3518800005024	552270,0588184526	280,84886700525936
3518800005018	520924,2193641714	264,9083984690905
3518800005011	461442,8907430852	234,66003811629605
3518800005010	421586,24646325276	214,39152417119678
3518800005007	513110,139402432	260,934662307043
3518800005006	481412,15938542667	244,8151178342224
3518800005013	469471,9249554453	238,74308612094816
3518800005003	546902,5754198318	278,11931176846576
3518800005002	376355,2720949577	191,38997320524905
3518800005008	451425,42150171334	229,56580053854577
3518800005015	648188,268975553	329,62667093949267
3518800005014	508387,40483798523	258,53298466688784
3522208003004	428701,96888543916	218,01012081297475
3522208003006	378257,80130322534	192,35747662871822
3522208003001	470155,542759102	239,09072996394843
3523107005006	403286,864888962	205,08564111638876
3523107005007	298084,03443081025	151,58627922244443
3523107005002	390363,73063737963	198,51377006388458
3523107005008	344123,4007610994	174,9989261060451
3523107005010	338777,53869371	172,2803660812543
3523107005011	304025,9886721988	154,607973210457
3523107005012	589551,3315356717	299,80771338115346
3518800005017	546837,3543162406	278,0861445294385
3518800005020	439580,09966805263	223,5420352389863
3518800005022	484499,53095659707	246,38515552491762
3518800005016	577335,5384797973	293,59555035596065
3518800005030	992808,7779192068	504,87839414655775
3518800005028	562777,2745101674	286,19215798270494
3518800005026	764410,139643479	388,729604689245
3518800005025	544735,8634543878	277,0174620648559
3518800005019	525544,6190757967	267,2580352154635
3518800005021	560334,1040515176	284,94971935280614
3518800005023	532734,1307695892	270,91415631288925
3518800005027	518882,7144426995	263,87022097779635
3518800005029	463007,6185053927	235,45575755137804
3522208003007	488508,1969118067	248,42370400993204
3522208003003	453156,8135897868	230,446274680703
3522208003005	404703,0598101542	205,80582634592366
3522208003002	390560,78616208007	198,61397977101163
3522505005001	490221,31796235405	249,29488668298595
3522505005002	423246,0213807715	215,23557844795076
3522505005005	290264,16387051606	147,60959833613123
3522505005004	660181,7702215953	335,72579071358206
3522505005010	374736,65922132245	190,56685128433023
3522505005009	470796,2687578481	239,41656180642354
3522505005008	442174,4060311085	224,86133182422498
3522505005007	541893,4194028303	275,57197868465306
3522505005003	495946,18197065993	252,2061826057302
3522505005012	535247,3486574882	272,19221653919203
3522505005006	471463,7990949924	239,75602460344658
3522505005011	593970,7022964425	302,0551197926002
3522505005013	570994,6774964425	290,3709981743287
3523107005009	376953,5174887159	191,69420215691005
3523107005001	431501,27112619614	219,43366505581105
3523107005013	383619,3524870792	195,0840151243912
3523107005014	447806,2055332046	227,72530115247062
3523107005015	295266,83965947904	150,1536359946833
3523107005004	276675,2369087096	140,69914813137888
3523107005005	282888,4514863526	143,8587875989337
3523107005003	401026,7120461255	203,93627342021603
3523107005016	456804,69673552515	232,30135234078844
3525003003003	280652,2393961153	142,72159462260205
3525003003002	375384,03021641384	190,89606234258036
3525003003005	313282,67758411943	159,31532707044178
3525003003004	297902,9589559808	151,4941959361314
3525003003001	234615,25521962112	119,31015914849876
3529401005016	426967,21727226744	217,12793823342813
3529401005007	318241,44696702313	161,8370367678829
3530607005011	377341,1163930205	191,89130991495026
3530607005006	259899,27556429358	132,1679781697423
3530607005024	401578,42934703204	204,2168411902637
3530607005019	424291,4865063443	215,76723445812593
3526209003001	239068,63518422504	121,57486044351153
3528502003003	116410,56761078346	59,19889282224347
3528502003002	226454,9386043213	115,16034939651917
3528502003001	119992,98517144754	61,02067891581656
3529401005001	615145,9808181663	312,8234982088958
3529401005004	430336,0455606325	218,84110662417302
3529401005020	321740,4145844704	163,61638561245096
3529401005017	373926,28179953096	190,1547456901148
3529401005009	427567,508532929	217,4332075808026
3529401005005	429010,03299851075	218,16678231533146
3529401005021	336260,3497893683	171,0002864525758
3529401005019	354210,9580121534	180,1288059167855
3529401005002	387978,77282568516	197,3009346248192
3529401005012	390872,3710319969	198,77243170280627
3529401005015	360379,93284920865	183,2659479108266
3529401005008	373525,7903678714	189,95108162571208
3529401005013	412289,93895150744	209,66402285129558
3529401005014	299930,1252210856	152,52508171328907
3529401005003	424877,0387693193	216,06500850363682
3529401005018	639206,8064424517	325,05927943203295
3529401005011	291561,78806226817	148,2694861541163
3529401005010	679389,6069779745	345,4936553742017
3529401005006	356528,3578996788	181,3072857608713
3530607005004	454349,9457556824	231,05302460608587
3530607005020	465142,7673829245	236,54155630792349
3530607005001	281582,5232713108	143,19467689126768
3530607005013	358600,8928245876	182,36124310691096
3530607005022	359755,8514184205	182,94858042012677
3530607005017	318313,54658906144	161,87370197693713
3530607005016	366006,5972671616	186,12730586708034
3530607005005	456730,23212354264	232,26348445066233
3530607005007	351598,2585774708	178,80015580378506
3530607005018	151585,49231219318	77,08658669889756
3530607005003	416834,072978758	211,97487579849997
3530607005021	460756,7644161049	234,31111860042157
3530607005009	408428,7664401529	207,70048000154233
3530607005015	413263,4645313513	210,15909505688415
3530607005008	482225,2243398433	245,22859013387614
3530607005014	290617,1135034202	147,78908571359858
3530607005010	247302,14245731093	125,7618902348294
3530607005002	382937,2096284659	194,7371213431365
3530607005012	507612,2292133788	258,13878043215783
3530607005023	489625,15021263657	248,99171428683712
3534401005011	371866,4898909681	189,1072686187991
3534401005012	372676,2015625109	189,51903565545555
3534401005008	366760,4882926283	186,51068612999148
3534401005006	389454,60634644364	198,05144819254758
3534401005007	422776,18649141863	214,99665078159023
3534401005001	482751,54172402946	245,49624114749457
3534401005017	409808,74039756873	208,40224558931686
3534401005002	428603,5562975663	217,9600745297084
3534401005009	439309,90535189107	223,4046318683824
3534401005010	374964,9361066147	190,68293815808724
3534401005003	449332,9859622142	228,50172302580293
3534401005016	392376,18322216923	199,53717341395782
3534401005013	437127,1209541796	222,294608764241
3534401005005	401632,62276824785	204,24440046258812
3534401005004	402681,7885726858	204,7779383989149
3534401005018	400936,1773653567	203,8902333314721
3534401005014	607550,3909524573	308,9608719919597
3534401005015	489327,4822355462	248,8403395874945
3539103001001	198511,0563421419	100,94989647091288
3539806003003	282702,588364212	143,7642696245519
3539806003005	338017,1516920762	171,89368238460185
3539806003004	357229,40874964016	181,66379492478643
3539806003002	324785,4084607051	165,16487274573515
3539806003001	268952,9490961792	136,77209152527266
3543303003006	359896,61138708115	183,0201618449873
3543303003005	363854,00685195386	185,03263747145724
3543303003004	271532,74423395353	138,0840086389755
3543303003002	321528,6907344745	163,50871654287195
3543303003003	258214,63485566777	131,31127875833346
3543303003001	351952,55700329767	178,9803290901807
3544103003002	195689,43878660494	99,5150041008827
3544103003001	252910,78486836757	128,61408336286698
3545001001001	255891,53228013727	130,12989889560723
3547809005022	273146,73563390656	138,90478037699586
3547809005003	338620,87584122934	172,20069747724716
3547809005019	375186,19352573174	190,79545538491004
3547809005013	454786,1981732844	231,27487439724416
3547809005004	198868,0600046338	101,13144546587755
3547809005006	225321,77197332043	114,58409406751286
3547809005010	323197,2276487669	164,3572266050289
3547809005020	286043,00588193245	145,46299013310784
3546801003002	245806,30234779595	125,00120260878447
3546801003001	547307,4238767468	278,3251915343844
3547304003003	545655,6531010712	277,4852076469845
3547304003004	513291,94373495295	261,02711624328276
3547304003002	493838,85605041514	251,13453280748155
3547304003001	563510,205893766	286,5648795260684
3547809005005	393012,3471312205	199,8606852723934
3547809005001	228792,38475303256	116,34902347375565
3547809005023	302101,4634212755	153,62928402096665
3547809005008	306376,222056963	155,80315004970325
3547809005009	288757,53850022214	146,84342602334337
3547809005007	291271,52538321563	148,12187731086266
3547809005011	223309,19655630528	113,56062825290648
3547809005021	343192,24373050936	174,52539980696474
3547809005012	307245,51651225204	156,24521704023357
3547809005018	325407,12244908855	165,4810363082002
3547809005002	308476,6946122738	156,87131466937637
3547809005017	314718,9246002924	160,0457094998185
3547809005014	339457,80189879023	172,6263039921758
3547809005016	274121,49795853934	139,4004815110719
3547809005015	284523,5980525391	144,69031748756012
3548708005019	487266,675098836	247,79234623674205
3548708005005	507345,77969797095	258,00328142524717
3548708005006	445837,77412683214	226,72428412931347
3548708005016	397514,4798372297	202,15017906152832
3548708005011	556799,1567624587	283,1520735720816
3548708005007	529815,5830664258	269,4299715329142
3548708005002	349440,9320879063	177,70307894676537
3548708005012	483305,44523601804	245,77792068323666
3548708005013	396437,18875883403	201,6023384281802
3548708005003	436571,16385162395	222,0118849050292
3548708005015	643205,1805176707	327,0925941318936
3548708005014	543158,5449840851	276,21533980923573
3548708005017	411618,31284053123	209,32247720834988
3548708005004	599833,911887684	305,0367693396307
3548708005010	497149,9380386921	252,8183351612767
3548708005008	568671,6762996602	289,1896698662833
3548708005009	711794,1666499558	361,9725206039243
3548708005001	510181,80971198645	259,44550304039905
3548708005018	368808,6138011625	187,55223042407658
3548807003004	405759,6721066988	206,34315108698107
3548807003003	326792,3652301918	166,1854812792573
3548807003005	550093,7974192686	279,74216107668565
3548807003002	501012,1223388825	254,78239254145515
3548807003006	366972,7093810431	186,6186080629013
3548807003008	402986,10740421404	204,9326952930799
3548807003001	331846,0502011307	168,75545891180582
